Provinsi,TipeFaskes,KodeFaskes,NamaFaskes,AlamatFaskes,TelpFaskes
Kalimantan Timur,Klinik Pratama,3010001,Klinik Hesti Wira Sakti                                            ,Jl. Tanjung Pura I,5428502682
Kalimantan Timur,Apotek,0301A040,IFRS Restu Ibu Balikpapan                                            ,Jln. Jend. Ahmad Yani No. 12,542427342
Kalimantan Timur,Rumah Sakit,0302R101,RS Qurrata A'Yun                                            ,Jl. Di. Panjaitan No. 77, 0541-282816
Kalimantan Timur,Puskesmas,3020110,Makroman                                            ,Jl. Sekolahan,81350981666
Kalimantan Timur,Dokter Praktik Perorangan,0302S006,Klinik Spesialis Mata Smec                                            ,Jl. Letjend Suprapto (Ex. Pemb, 0541-20868266
Kalimantan Timur,Klinik Utama,0302U010,"Rini Retno Sukesi,Dr                                            ",Jl Lambung Mangkurat (Juwita F, 62-08524845709
Kalimantan Timur,Klinik Pratama,3020001,Klinik Polresta Samarinda                                            ,Jl. Slamet Riyadi 1 Smd,
Kalimantan Timur,Apotek,0302A011,IFRS Tentara                                            ,Jl. Jend. Sudirman No.52, 0541-742168
Kalimantan Timur,Rumah Sakit,0304R009,RS Islam Bontang                                            ,Jln. Brigjen Katamso No. 40, 0548-20003
Kalimantan Timur,Puskesmas,3040001,Bontang Lestari                                            ,Jl. M. Roem,81253462446
Kalimantan Timur,Klinik Utama,0304U004,dr. Rachmawati                                            ,Jalan P.Suryanata 21,8125524408
Kalimantan Timur,Klinik Pratama,3040006,Polkes 06.09.01 Bontang                                            ,Awanglong,
Kalimantan Timur,Apotek,0304A010,IFRS Amalia Bontang                                             ,JL. Letjend R Suprapto 030, (0548) 25050
Kalimantan Timur,Puskesmas,16091101,"Long Hubung, Pkm                                            ",Kampung Long Hubung,82155686877
Kalimantan Timur,Klinik Pratama,0521B001,Rsp Gerbang Sehat Mahulu                                    ,Jalan Poros Ujoh Bilang - Long Melaham, 0852-5959225
Sulawesi Utara,Rumah Sakit,0305R010,RSUD Talaud                                            ,Jl. Raya  Mala - Melonguane,85342236448
Sulawesi Utara,Puskesmas,3050002,Tule                                            ,Desa Tule Tengah, 0821-94082390
Sulawesi Utara,Klinik Utama,0305U005,dr. Jawali Jurry Ektivainus                                    ,Jl. Raya Melonguane A/171, 62-81340703
Sulawesi Utara,Klinik Pratama,3050017,Polres Talaud                                    ,Jl. Bhayangkara , 0823-48028303
Sulawesi Utara,Rumah Sakit,0306R010,RS Siloam GMIM Sonder                                            ,Raya Sonder, 0431-356673
Sulawesi Utara,Puskesmas,3060103,Kakas Barat                                            ,Wasian, 0431-085342162
Sulawesi Utara,Klinik Utama,0306U006,Dr. Carolina A.P Saerang                                            ,Sarani Matani, 0431-081244688
Sulawesi Utara,Klinik Pratama,3060004,Polres Minahasa                                            ,Jl.  Baru Kelurahan Sumalangka,82191175044
Sulawesi Utara,Apotek,0306A004,Apotek Gaya Baru                                            ,Komp. RSU Sam Ratulangi, 0431-081244661
Sulawesi Utara,Rumah Sakit,2106R001,Rsd Liun Kendage                                            ,Jl. Tatehe Kel. Apengsembeka K, 0432 - 24411
Sulawesi Utara,Puskesmas,3070002,Tahuna Barat (Kolongan Mitung)                                    ,Kolongan Mitung, 0812-27022753
Sulawesi Utara,Klinik Utama,0307U036,dr. Maya Wanget                                            ,Jln. Baru Rt.01 Lingkungan I, 00-08135674174
Sulawesi Utara,Klinik Pratama,3050016,Polkes 13.09.01                                            ,Jl. Tatehe, 0431-00
Sulawesi Utara,Apotek,0307A004,Apt. Plkp. KF RSD Liun Kendage                                            ,Tatehe,431864012
Sulawesi Utara,Rumah Sakit,2107R001,RSUD Datoe Binangkang                                            ,Jln. Desa Lolak II, 0434-085240594
Sulawesi Utara,Puskesmas,3080001,Tadoy                                            ,Jl. Trans Sulawesi Tadoy, 0431-043412125
Sulawesi Utara,Klinik Utama,0308U005,Dr. Debby C Kulo                                            ,Trans Sulawesi, 0431-081340684
Sulawesi Utara,Klinik Pratama,0308B001,Klinik Pratama Medika Jaya                                            ,Mopuya Selatan, 0431-085294201
Sulawesi Utara,Rumah Sakit,0309R007,Siloam Hospitals Manado                                            ,Jl. Sam Ratulangi No. 22, 0431-7290900
Sulawesi Utara,Puskesmas,3090001,Minanga Manado                                            ,Malalayang, 0431-082293543
Sulawesi Utara,Dokter Praktik Perorangan,0309S001,Klinik Mata Smec Manado                                            ,Jl. Wr Monginsidi No. 29, 0431-837555
Sulawesi Utara,Klinik Utama,0309U011,dr. Yuri Suleman                                            ,Ternate Baru Lk.Ii No.50, 0852-98137500
Sulawesi Utara,Klinik Pratama,3090005,Poskes 13.10.01Manado                                            ,Jl 14Februari , 0431-085656824
Sulawesi Utara,Apotek,0309A005,If Siloam Hospital Manado                                    ,Jl. Sam Ratulangi, 0431-888313
Sulawesi Utara,Rumah Sakit,2102R001,RS.Budi Mulia                                            ,Jl. Sam Ratulangi X/9A Kota Bi, 0438 -21332
Sulawesi Utara,Puskesmas,3100002,Paceda                                            ,Jl. S.H. Sarundayang Ling Iii,
Sulawesi Utara,Klinik Utama,0310U007,dr. Lanny Mamahit                                            ,Perum Dian Indah Blok A No. 18, 62-8124420905
Sulawesi Utara,Klinik Pratama,3100009,Secata B                                            ,Secata Dodik, 62-81340104358
Sulawesi Utara,Apotek,0310A006,IF RS Budi Mulia Bitung                                            ,Sam Ratulangi X/9A, 0438 - 21442
Sulawesi Utara,Rumah Sakit,0436R001,RSUD Amurang                                            ,Jalan Trans Sulawesi, 0430-22238
Sulawesi Utara,Puskesmas,4360003,Kumelembuai                                            ,Desa Kumelembuai Kec Kumelembu, 0431-085340613
Sulawesi Utara,Klinik Utama,0436U001,Dr. Mardy S. Rotinsulu                                            ,Kel. Ranomea Lk.Iv, 0431-081244583
Sulawesi Utara,Klinik Pratama,4360012,Polres Minsel                                            ,Jl. Trans Sulawesi,81342569261
Sulawesi Utara,Apotek,0436A003,Apotek Agape                                            ,Jl. Trans Sulawesi, 0431-(0431) 33
Sulawesi Utara,Rumah Sakit,2103R003,RSU Gunung Maria Tomohon                                            ,Tomohon, 0431-351008
Sulawesi Utara,Puskesmas,4370001,Rurukan                                            ,Rurukan, 0431-087846387
Sulawesi Utara,Klinik Utama,0437U001,Dr. Nancy Mona A. Kaligis                                            ,Kakaskasen Ii Lk.Viii, 0431-081143137
Sulawesi Utara,Klinik Pratama,4370005,Polres Tomohon                                            ,Jl. Bhayangkara,811111111
Sulawesi Utara,Apotek,0437A002,Instalasi Farmasi Rsu Bethesda                                            ,Jln Raya Tomohon,431352712
Sulawesi Utara,Rumah Sakit,0439R000,RSUD Maria Walanda Maramis                                            ,Jl. Prof. Arnold Mononutu, 0431 - 892811
Sulawesi Utara,Puskesmas,4390001,Mubune                                            ,Mubune, 000-0812430565
Sulawesi Utara,Klinik Utama,0439U001,dr. Sherly F. Najoan                                            ,Apotik Kairos, 000-0852417149
Sulawesi Utara,Klinik Pratama,0309B003,Bp Lanudal Manado (Fj)                                            ,Mapanget, 0431-000000
Sulawesi Utara,Apotek,0439A001,Apt. Plkp. KF Walanda Maramis                                            ,Prof. Arnold Mononutu,
Sulawesi Utara,Rumah Sakit,0454R000,RSUD Kota Kotamobagu                                            ,D.C. Manoppo, 0434-00
Sulawesi Utara,Puskesmas,21071201,Bilalang                                            ,Bilalang, 0431-081340308
Sulawesi Utara,Dokter Praktik Perorangan,0454S003,Klinik Mata Totabuan                                    ,Jln. Soeprapto No.22  Kotamubagu, 0434-0262194
Sulawesi Utara,Klinik Utama,0454U001,Dr. Frankly Winerungan                                            ,Jl.Brigtjen Katamso Kotabangon, 0431-085396274
Sulawesi Utara,Klinik Pratama,4540001,Rumkitban 07.08.02                                    ,Jl. D.I Panjaitan,81342554390
Sulawesi Utara,Apotek,0454A001,Apotek Kimia Farma Kotamobagu                                            ,Jl. Adampe Dolot No. 22, 0431-085216156
Sulawesi Utara,Rumah Sakit,0461R001,Rsup Ratatotok Buyat                                            ,J. W. Lasut Ratatotok, 0430-085240028
Sulawesi Utara,Puskesmas,4360001,Touluaan                                            ,Desa Lobu Atas Kec Touluaan, 62-81340062672
Sulawesi Utara,Klinik Utama,0461U001,Dr. Diana Sivora Taroreh                                            ,Lobu I Jaga Ii Kec.Touluaan, 0431-081244908
Sulawesi Utara,Rumah Sakit,0462R001,RSUD Bolaang Mongondow Utara                                            ,Jln Desa Talaga Tomoagu, 0822-96508125
Sulawesi Utara,Puskesmas,4620001,Pkm Tuntung                                            ,Jln. Trans Sulawesi Desa Tuntu,
Sulawesi Utara,Rumah Sakit,0467R001,RSUD Sawang                                            ,Kampung Sawang Kec. Siau Timur, 0432 - 31011
Sulawesi Utara,Puskesmas,3070003,Biaro                                            ,Kampung Lamango, 0000-00000000
Sulawesi Utara,Klinik Utama,0467U003,dr. Ria Papalapu                                            ,Kampung Sawang, 0000-00000000
Sulawesi Utara,Rumah Sakit,0490R000,RSUD Bolaang Mongondow Selatan                                            ,Molibagu, 0434-085298106
Sulawesi Utara,Puskesmas,4900001,Adow                                            ,Trans Sulaweswi,82343545302
Sulawesi Utara,Klinik Utama,0490U002,dr. SRI SUHAITY PAKAYA                                    ,Popodu, 0431-08562408
Sulawesi Utara,Puskesmas,4911003,Tutuyan                                            ,"Ds. Tutuyan, Kec. Tutuyan", 0431-085340166
Sulawesi Utara,Klinik Utama,0491U001,Dr. Minarni Manoppo                                            ,Tutuyan I, 0431-081244516
Sulawesi Tengah,Rumah Sakit,0292R002,Rsia Defina Parigi                                            ,Jl. Trans Sulawesi, 0450-21915
Sulawesi Tengah,Puskesmas,2920908,Lompe Ntodea                                            ,Jl.Magau Janggo Lr Lompentodea, 0-085340013523
Sulawesi Tengah,Klinik Pratama,2920016,Klinik Polres Parimo                                            ,Jl. Trans Sulawesi, 0-085242468303
Sulawesi Tengah,Apotek,0292A003,Apotek Kimia Farma Parigi                                            ,Jl. Trans Sulawesi No. 151 Par,85394419090
Sulawesi Tengah,Rumah Sakit,2004R001,RSUD Kabupaten Banggai                                            ,"Jl. Imam Bonjol No. 14, Km. 3", 0461-21820
Sulawesi Tengah,Puskesmas,3000903,Simpang Raya                                            ,Dssumbermulya Kec.Simpang Raya, 000-0852985253
Sulawesi Tengah,Klinik Utama,0300U031,dr. Nurhayati Kasim                                            ,Jalan Danau Lindu No.73, 0-081340469557
Sulawesi Tengah,Klinik Pratama,3000001,Poskes 13.10.03 Luwuk                                            ,"Jl. Samratulangi N0 242,", 0461-08135457
Sulawesi Tengah,Apotek,0300A003,Apotik Nur                                            ,Tanjung Santigi, 0461-085284963
Sulawesi Tengah,Rumah Sakit,0311R004,RSUD Trikora Salakan                                            ,Jl. Trans Peling Km. 5 No. 01, 0462-2222118
Sulawesi Tengah,Puskesmas,3110903,Totikum                                            ,Jl.Kh A.Dahlan No 03, 0462-081243394
Sulawesi Tengah,Klinik Utama,0311U022,"Abdi Gunawan, Dr                                            ",Jl. Kri Tengiri No 09, 0812-27476390
Sulawesi Tengah,Klinik Pratama,3110002,Klinik Polres Bangkep                                            ,Jl. Bhayangkara No.21 Des Baka, 0812-4417880
Sulawesi Tengah,Rumah Sakit,0313R004,RSUD Morowali                                            ,"Jl Trans S, Fonuasingko Bungku", 0409-2220085
Sulawesi Tengah,Puskesmas,3131803,Lafeu                                            ,Desa Lafeu Kec. Bungku Selatan, 0821-93220884
Sulawesi Tengah,Klinik Utama,0313U074,"dr. SANDRA SUSANTY, MARS                                            ",Kompleks Perumahan Fonuasingko, 0-081342585911
Sulawesi Tengah,Klinik Pratama,0313B001,Klinik Tamaco Graha Krida                                            ,Trans Sulawesi Kec Witaponda, 0-081262615552
Sulawesi Tengah,Apotek,0313A002,Instalasi Farmasi Rsu Morowali                                            ,Jl. Trans Sulawesi, 0409-2220085
Sulawesi Tengah,Rumah Sakit,0314R005,RGKST Tntena                                            ,Jl. Setia Budi No.98 Tentena (, 0452-045221711
Sulawesi Tengah,Puskesmas,3140001,Maholo                                            ,Desa Maholo, 0-081245439463
Sulawesi Tengah,Klinik Utama,0314U007,"Intan Sariana Tompo, Dr                                            ",Jl.Jendral Sudirman ,
Sulawesi Tengah,Klinik Pratama,3140005,Poli Yonif 714 / Sm                                            ,Jl. Trans Sulawesi Maliwuko,
Sulawesi Tengah,Apotek,0314A009,Apotek Sintuwu Medika Sakti                                            ,Jl. Pulau Sumatera No. 23-24,85217603373
Sulawesi Tengah,Rumah Sakit,2001R008,RSUD Kabelota Donggala                                            ,Jl Trans Palu-Donggala, 0457-45771893
Sulawesi Tengah,Puskesmas,3150103,Pinembani                                            ,Tamodo, 0-085341882444
Sulawesi Tengah,Klinik Utama,0315U017,dr OFAN                                            ,Jl.Tolitoli-Palu, 00-08534178020
Sulawesi Tengah,Klinik Pratama,3150001,Klinik Polres Donggala                                            ,Jl.Ebony No.1 Kabonga Kecil, 0-081341089714
Sulawesi Tengah,Rumah Sakit,2003R001,RSUD Mokopido Tolitoli                                            ,Jl.Lanoni No.37, 0453-00000000
Sulawesi Tengah,Puskesmas,3160001,Kombo                                            ,Desa Kombo, 0-081242751778
Sulawesi Tengah,Klinik Utama,0316U020,Dr. Deby Y. Mamuaja                                            ,Jl. SONA NO. 53 KEL. NALU , 0453-085395682
Sulawesi Tengah,Klinik Pratama,3160003,RUMKITBAN 13.08.03 Toli-Toli                                            ,Jl. Mawar No.27 Kel. Panasakan, 0-085342782785
Sulawesi Tengah,Apotek,0316A001,Apotek Ahmad Yani                                            ,Jl. Ahmad Yani No.84 Kel. Baru, 62-22819
Sulawesi Tengah,Rumah Sakit,2006R001,RSUD Mokoyurli Buol                                            ,Jl Dr Wahidin Sudirohusodo No , 0453-00000
Sulawesi Tengah,Puskesmas,3170902,Karamat                                            ,"Ds. Busak I, Kec. Karamat", 00-08227126383
Sulawesi Tengah,Klinik Utama,0317U005,Dr Nadya Kurnia Wardani Rauf                                    ,Jalan Syarif Manyur No, 00-08134222444
Sulawesi Tengah,Klinik Pratama,3170003,Klinik Polres Buol                                            ,Jl. Bhayangkara No 9, 00-08524247097
Sulawesi Tengah,Apotek,0317A003,Apotek Perdana                                            ,Jl Ssultan Hasanuddin, 00-08229050009
Sulawesi Tengah,Rumah Sakit,0319R004,RS Woodward Palu                                            ,Jl.L.H. Woodward No. 1,451423744
Sulawesi Tengah,Puskesmas,3190002,Pantoloan                                            ,Jl. Bahari No. 380, 0-0451492233
Sulawesi Tengah,Dokter Praktik Perorangan,0319S002,Klinik Manggala                                             ,Jl Imam Bonjol , 0451-00000
Sulawesi Tengah,Klinik Utama,0319U010,Dr. Jumriani                                            ,Jl. Setia Budi No 43 Palu, 0-08124242828
Sulawesi Tengah,Klinik Pratama,3190014,Polikliniik Yonif 711/Rks                                            ,Jl. Emy Saelan, 00-08133646188
Sulawesi Tengah,Apotek,0319A014,If Rs Woodward                                            ,Jl Woodward No.01,451482914
Sulawesi Tengah,Rumah Sakit,0412R002,RSUD Ampana                                            ,Jl. S. Hasanudin NO. 32 Ampana, 0464-22069
Sulawesi Tengah,Puskesmas,4120001,Pasokan                                            ,Desa Pasokan Kec.Walea Besar, 0852-56829167
Sulawesi Tengah,Klinik Utama,0412U001,dr.Hans Tunggadi                                            ,Jl. Kartini No. 49 Kec Ratolin, 0812-44317057
Sulawesi Tengah,Klinik Pratama,4120004,Klinik Polres Touna                                            ,Jl.Muh. Hatta No 15, 0822-93649817
Sulawesi Tengah,Apotek,0412A003,Instalasi Farmasi Rsud Ampana                                            ,Jl Hasanudin NO 32, 0464-22069
Sulawesi Tengah,Rumah Sakit,0510R002,RSUD Tora Belo                                            ,Jl Poros Palu-Palolo, 0451-00
Sulawesi Tengah,Puskesmas,5100004,Towulu                                            ,Ds. Towulu Kec. Kulawi, 0-081341441174
Sulawesi Tengah,Klinik Utama,0510U005,dr. HANUS YUFRIL NANDO                                            ,Jl. Lasoso No.10, 0-08129983335
Sulawesi Tengah,Klinik Pratama,0510B001,Klinik Sejahtera Kalukubula                                            ,Jl. Guru Tua No.92 Kalukubula, 00-04514010553
Sulawesi Tengah,Apotek,0510A015,Apotek Maranatha                                            ,jl lasoso no 24,81298737383
Sulawesi Tengah,Rumah Sakit,0313R002,RSUD Kolonodale                                            ,Jl.W.Monginsidi No. 2, 0465-21010
Sulawesi Tengah,Puskesmas,3130002,Petumbea                                            ,Desa Petumbea Kec Lemboraya, 0411-1222235
Sulawesi Tengah,Klinik Utama,0313U003,dr. ANAK AGUNG GEDE M.P ASMARA                                            ,Jl. Wulanderi 49, 0812-36281974
Sulawesi Tengah,Klinik Pratama,3130001,Klinik Polres Morowali                                            ,Jl.Trans Sulawesi,82192789811
Sulawesi Tengah,Apotek,0313A003,Inst. Farmasi Rsud Kolonodale                                            ,Jl.W.Monginsidi, 0465-21010
Sulawesi Tengah,Rumah Sakit,0311R002,RSUD Banggai                                            ,"Jl. Adean, Km. 7 Banggai", 0462-2707415
Sulawesi Tengah,Puskesmas,3110001,Lokotoy                                            ,Desa Lokotoy Kec.Banggai Utara, 0-08124501968
Sulawesi Tengah,Klinik Utama,0311U017,dr.MUHAMAD MAMANG                                            ,Jl. Jogugu Sopia No. 134, 0852-085241429
Sulawesi Tengah,Klinik Pratama,0522B002,Klinik Queen Medika                                    ,Jl. Poros Lampa-Tinakin Laut, 0-085399992002
Sulawesi Tengah,Apotek,0522A001,Apotik Alfa Medika                                            ,Jalan Sudirman No. 32,85256328861
Sulawesi Selatan,Rumah Sakit,0237R003,RS Bintang Laut                                            ,Jln. Khm Kasim No.5, 0471-21302
Sulawesi Selatan,Puskesmas,2370001,Mungkajang                                            ,Jl. Pongsimpin, 0471-3201022
Sulawesi Selatan,Dokter Praktik Perorangan,0237S001,Klinik Mata Ainin Palopo                                            ,Jl. Yusuf Arif No. 10 Palopo, 0471-23858
Sulawesi Selatan,Klinik Utama,0237U002,Dr. Yudhi Teguh Ariyantho                                            ,Jl. Andi Djemma No 115A, 0471-24748
Sulawesi Selatan,Klinik Pratama,2370003,Klinik Bhayangkara Palopo                                            ,Opu Tosappaile Asrama Polisi, 0471-081355006
Sulawesi Selatan,Apotek,0237A001,Instalasi Sawerigading                                            ,Jl. Dr.Ratulangi Km 7 Rampoang,4713312133
Sulawesi Selatan,Rumah Sakit,1823R101,RSUD Kh. Hayyung                                            ,"Jl. Kh. Abd. Kadir Kasim , Kab", 0414-2313031
Sulawesi Selatan,Puskesmas,3200004,Parangia                                            ,Parangia,825342345
Sulawesi Selatan,Klinik Utama,0320U006,Dr. H. Husaini                                            ,Jl. Dr. Sam Ratulangi No.7 A , 0000-081146912
Sulawesi Selatan,Klinik Pratama,3200006,Poskes 07.10.11 Selayar                                            ,JL. veteran no. 6 benteng, 0000-085255690
Sulawesi Selatan,Apotek,1823A001,Apotik Instalasi Rsu Selayar                                            ,KH. Abdul Kadir Kasim, ___________
Sulawesi Selatan,Rumah Sakit,1809R101,RSUD H. A. Sulthan Dg. Radja                                            ,Jl.Serikaya No.17 Kab. Bulukum, 0413-81292
Sulawesi Selatan,Puskesmas,3210001,Tanah Toa                                            ,jl. pancasila sakti no 1,82192048838
Sulawesi Selatan,Dokter Praktik Perorangan,0321S001,Klinik Spesialis Nurul                                            ,Jl. Matahari Nomor 9, 62-08124303277
Sulawesi Selatan,Klinik Utama,0321U003,Dr. Hj. Nurbaya                                            ,Jl. Sanawiah Kel.Sapolohe, 000-0821883143
Sulawesi Selatan,Klinik Pratama,3210004,Poskes 07.10.10 Bulukumba                                            ,Jl. Jenderal A. Yani, 000-0823933423
Sulawesi Selatan,Apotek,0321A004,Apotek ARAMEDICA FARMA                                    ,Jl. Dato Tiro No. 8, 0000-000000
Sulawesi Selatan,Rumah Sakit,1807R101,RSUD Anwar Makkatutu Bantaeng                                            ,Jl Teratai No 20 Kab. Bantaeng, 0413-21004
Sulawesi Selatan,Puskesmas,3220104,Pabentengang                                            ,Jl. Poros Kampung Parang, 0000-081241308
Sulawesi Selatan,Dokter Praktik Perorangan,0322S001,Klinik Mitra Medica Mandiri                                            ,Jl. Dr. Ratulangi no 14,85145935111
Sulawesi Selatan,Klinik Utama,0322U001,"dr. Hj. Takudaeng, m.kes                                            ",Jl. Sulthan Btn Ara Keke, 0000-081355268
Sulawesi Selatan,Klinik Pratama,3220002,Polkes 07.09.03 Bantaeng                                            ,Jl. Kakaktua, 000-0852594478
Sulawesi Selatan,Apotek,0322A004,Apotik APOTEK HW FARMA                                    ,Jl Elang No. 20 A, 0000-085255054
Sulawesi Selatan,Rumah Sakit,1808R101,RSUD Lanto Dg Pasewang                                            ,Jl. Lingkar Kel. Empoang Selat, 0419-21004
Sulawesi Selatan,Puskesmas,3230001,Kapita                                            ,"Kapita, Jeneponto", 0000-081281312
Sulawesi Selatan,Klinik Utama,0323U008,Dr. Pasriani                                            ,Jl. Raya Allu Kec.Bangkala, 0000-081355527
Sulawesi Selatan,Klinik Pratama,3230004,Poskes 07.10.08 Jeneponto                                            ,Jl. Lanto Dg Pasewang, 0852-98358724
Sulawesi Selatan,Apotek,1808A001,IFRS Lanto Dg Pasewang                                            ,Jl. Lingkar No 147 Kab. Jenepo, (0419)21004
Sulawesi Selatan,Rumah Sakit,0324R001,RS Maryam Citra Medika                                    ,"Jalan Poros Takalar, Kelurahan", 0418-2312517
Sulawesi Selatan,Puskesmas,3241000,Bontokassi                                            ,Jl. Sidayu Ds Bontokassi, 0411-085213023
Sulawesi Selatan,Klinik Utama,0324U001,Dr Radiah                                            ,Jl. Poros Galesong-Takalar, 0-04182312314
Sulawesi Selatan,Klinik Pratama,3240007,Poli 726 / Tml                                            ,Asmil 726,
Sulawesi Selatan,Apotek,0324A002,Apotik CAHAYA PATTALLASSANG                                            ,Btn Sompu Raya Blok F No 1, 62-8124238250
Sulawesi Selatan,Rumah Sakit,0325R001,RSU. Thalia Irham                                            ,Poros Limbung Km 15, 0411-8216893
Sulawesi Selatan,Puskesmas,3250001,Pabbentengang                                            ,Jl. Pramuka - Poros Cadika, 0411-085399700
Sulawesi Selatan,Klinik Utama,0325U004,Dr.Mufliha J.A.Paramma                                            ,Jl.Poros Limbung, 0-085397889604
Sulawesi Selatan,Klinik Pratama,3250004,Poli Rindam                                            ,Poros Malino Km. 24, 0411-8212276
Sulawesi Selatan,Apotek,0325A003,Apotik Medika Putra                                    ,Usman Salengke No. 118, 62-811444457
Sulawesi Selatan,Rumah Sakit,1811R001,RSU. Sinjai                                            ,Jl.Jend. Sudirman, 0482-21132
Sulawesi Selatan,Puskesmas,3260802,Biji Nangka                                            ,Dsn Nangkae, 0482-0
Sulawesi Selatan,Klinik Utama,0326U004,dr. A. Nurhidayah Yusuf                                            ,Jl. Jend. Sudirman No. 49,85342260437
Sulawesi Selatan,Klinik Pratama,3260001,Poskes 07.10.07 Sinjai                                            ,Jl. Jend. Sudirman No. 45, 0482-0
Sulawesi Selatan,Apotek,0326A002,Apotek Adifa                                            ,jL. Persatuan Raya, 0482-23085
Sulawesi Selatan,Rumah Sakit,1804R002,RS Tni Au Dr. Dody Sarjoto                                            ,Jl. By Pass Bandara Hasanuddin, 0411-8954384
Sulawesi Selatan,Puskesmas,3270102,Simbang                                            ,Dusun Rumbia, 0812-98019245
Sulawesi Selatan,Klinik Utama,0327U003,"Dr.Jonet Novianto, MARS                                            ",poros bantimurung KM 9 Maros, 0852-40121978
Sulawesi Selatan,Klinik Pratama,3270001,Poli Brigif 3                                            ,Asr Kostrad Kariango,
Sulawesi Selatan,Apotek,0327A005,IFRS Rs Dr Dody Sarjoto                                            ,Jalan bay Pass Bandara Int,
Sulawesi Selatan,Rumah Sakit,1805R101,RSUD Pangkep                                            ,Jl. Sultan Hasanudin 7, 0410-231118
Sulawesi Selatan,Puskesmas,3280105,Baring                                            ,"Jl. Amputtang, Desa Baring", 0410-0
Sulawesi Selatan,Klinik Utama,0328U001,Dr. HJ. ST. NURLIA SANUSI                                            ,Jl. Matahari Pangkajene, 62-08524204992
Sulawesi Selatan,Klinik Pratama,3280001,Poskes 07.10.17 Pangkep                                            ,Jl. K.H.M Arsyad No.3, 0410-0
Sulawesi Selatan,Apotek,1805A001,IFRS Pangkep                                    ,Jl. Sultan Hasanudin 7, 0410-231118
Sulawesi Selatan,Rumah Sakit,1806R001,RSUD Barru                                            ,Jl. Lasawedi Coppo Barru, 0427-21221
Sulawesi Selatan,Puskesmas,3290702,Puskesmas Pancana                                            ,Jl Cendrapole, 0421-00000
Sulawesi Selatan,Klinik Utama,0329U005,dr. Amis Rifai (JST)                                            ,Jl. Jend. Sudirman No 63A, 000-0813429844
Sulawesi Selatan,Klinik Pratama,3290011,Klinik Res Barru                                            ,"Jl. Cakalang No. 1, Kec. Barru", 000-000
Sulawesi Selatan,Apotek,0329A002,Apotik Fadhiah                                            ,Jl. Sultan Hasanuddin No. 9,42721293
Sulawesi Selatan,Rumah Sakit,0330R001,RS Hapsah                                            ,Urip Sumoharjo, 0481-2911811
Sulawesi Selatan,Puskesmas,3300105,Tunreng Tellue                                            ,Jl. Poros Kaju, 0481-0
Sulawesi Selatan,Dokter Praktik Perorangan,0330S001,Klinik Ayu Dan Rumah Bersalin                                            ,Jl.MH.Thamrin No.29.A,48125760
Sulawesi Selatan,Klinik Utama,0330U005,dr. Hj. Nuraeni                                             ,Jl. Lapawawoi Kr. Sigeri, 0481-0
Sulawesi Selatan,Klinik Pratama,3300001,Klinik Madising                                             ,Jl. Urip Sumoharjo (Aspol),82393068072
Sulawesi Selatan,Apotek,0330A102,Apotek Asri Farma                                            ,JL. DURIAN No. 14, 0481-2921523
Sulawesi Selatan,Rumah Sakit,1812R001,RSUD La Temmamala                                            ,Jln Malaka Raya Watansoppeng, 0484-21208
Sulawesi Selatan,Puskesmas,18120102,Salotungo                                            ,Jl. Samudera, 0484-23003
Sulawesi Selatan,Klinik Utama,0331U006,dr. Markani                                             ,Jl. Allaporeng No.132, 0811-427342
Sulawesi Selatan,Klinik Pratama,3310001,Poskes 07.10.06 Soppeng                                            ,Laburaung Poros Ompo,85255298155
Sulawesi Selatan,Apotek,0331A001,Apotek Shinta Farma                                            ,Jl. Kemakmuran No.31 A,85340176469
Sulawesi Selatan,Rumah Sakit,0332R003,RSUD. Siwa                                            ,Jl.A. Djaja No. 1 Siwa, 0487-321006
Sulawesi Selatan,Puskesmas,3320001,Salewangeng                                            ,Jl. Mangga No. 1 Sengkang, 0485-22103
Sulawesi Selatan,Dokter Praktik Perorangan,0332S001,Klinik Mata Mitra Sengkang                                            ,Jl.Durian,48522466
Sulawesi Selatan,Klinik Utama,0332U002,dr. Rasfiani                                             ,Jl. Jend. Sudirman No. 24,81342780094
Sulawesi Selatan,Klinik Pratama,3320002,Poskes 07.10.04 Sengkang                                            ,Jl. Kejaksaaan No. 55 Sengkang, 0852 9926 58
Sulawesi Selatan,Apotek,0332A005,Instalasi Farmasi RSUD Siwa                                            ,Jl.A.Jaja No.1, (0472)321003
Sulawesi Selatan,Rumah Sakit,0333R001,RSU Anugrah Pangkajene                                            ,Lanto Dg Pasewang No. 60, 0421-96234
Sulawesi Selatan,Puskesmas,3330001,Belawae                                            ,Jl. Toraden No.4,8134253762
Sulawesi Selatan,Klinik Utama,0333U001,dr. Hj. A. Aida Mufida. B                                            ,Jln. A.Ujeng No 07 Pangkajenne, 000-0811420126
Sulawesi Selatan,Klinik Pratama,3330002,Poskes 07.10.18 Sidrap                                            ,Jl. Jend. Sudirman Sidrap, 000-0852421444
Sulawesi Selatan,Apotek,1816A002,Apotik Nursari Farma                                    ,Jl. Wolter Monginsidi, 0421-91395
Sulawesi Selatan,Rumah Sakit,0334R005,RS. Aisyiyah St. Khadijah                                            ,Jl. A. Abdullah No. 1 - 3, 0421-921406
Sulawesi Selatan,Puskesmas,3340001,Tadang Palie                                            ,"Jl. Poros Salipolo Botae, Tada", 000-0853533418
